,count,global_frequency,local_frequency,rareness
contusio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
corticulus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
qualum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tudicula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
crasse,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
infarcio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
lasar,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praeuro,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cristula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
conspurco,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
gluttio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
anserculus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praeicio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sardinus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pelamis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pelagicus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
acanthinus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
armoracia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
rapistrum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
duodequinquaginta,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
supertego,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
primatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
subalbus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
obaerarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
consuefacio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
peminosus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
oblitesco,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
digitabulum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
affrio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
amussis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
biduum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
offigo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
unicolor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aborto,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
costatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tabanus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
bigener,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
arcadicus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
mythos,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
desuefacio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
abrodo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
clauula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
torculo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
antique,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
museum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cantrix,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
commeto,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perimbecillus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
furfures,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
glirarium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
displico,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pascito,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
additio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aborigines,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
adiugo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
uinctio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aborior,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
galeritus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
copis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
testu,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
assa,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sacerdotula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
indusium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
manicula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
secula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
lauerna,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
compendo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
septimana,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
comitio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
runcina,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
etymologicus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
reuideo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
scobina,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
unoculus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
primulus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
insane,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
maccus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
persibus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
protinam,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
continuitas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
nominalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sutrina,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aeraria,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
capitellum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
serperastra,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
binarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
nuptia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pistrilla,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ualgus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
feminine,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aue,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
necessus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
purificatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praetoricius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
castalia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dindymene,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
masturbor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
potorius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
coccineus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ductilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
malleator,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
fasciatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tisana,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
calculo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pollinctor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dactyliotheca,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pipinna,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cacaturio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sabbatarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
melpomene,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
polyhymnia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
anaglyptus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
contemero,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
elephas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
bubalus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
taliter,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
panariolum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
thermula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dicterium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
buccella,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tonstrix,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
laronius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ianthinus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
iota,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
guttatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sparulus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
galbinatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tractatrix,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sciscitator,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
capillaris,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tomaclum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pomona,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perneo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
leucophaeatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
plumbeum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
haustor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cenchros,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
nilotis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
celator,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
quassabilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
intermaneo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
salsitudo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
exclusio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
grauitudo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
scandalum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ualor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
similitas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
nodatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
rigiditas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sculptura,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
palatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
amaritas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
monas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sesquialter,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
reliquor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
coronula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
quadratio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
parotis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cardinalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
quadriforis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
clathratus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
thymelicus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
suspensio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aequilibris,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
labidus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
consonanter,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
considerantia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
monstratio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
plumarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
zelus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pinsatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
leuigatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ascio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
mataxa,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
surrufus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
schidia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
exsuco,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
concrescentia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
inquinamentum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
plumbea,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
percolatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
diagonalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
antecurro,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
circulatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
abstantia,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
chaldaicus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
uisitatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ingeniculo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
anaphoricus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sacoma,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
saburralis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aequipondium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ponderatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
duriter,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
octans,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
orthogonius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ambulatilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
prinus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
palmo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
repugnatorius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tumultuatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aequicus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perlaetus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
superstratus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
transmontanus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
octodecim,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
monopodium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sambucistria,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
comprecatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
constuprator,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
enuptio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
immolitus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
impauide,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
demulceo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
subolesco,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
fugacius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praemolior,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
peregrinabundus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
interfulgeo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
interamenta,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
subcenturio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tranquillum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
simila,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
numqui,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ablegatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
incaute,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
semiapertus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
recresco,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
acraeus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
undeoctoginta,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
quiritatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
uicesimarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
bantius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
armilustrum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
diuerbium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
impromptus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
rufulus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praesulto,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
iocor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aerarium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
semunciarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
superscando,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
castellatim,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
obsidialis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
octoiugis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
innauigabilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
circumcolo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
duodenonaginta,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
apparate,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
trientabulum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
pulsatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
peruilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
furcula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
persegnis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
semigrauis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sindon,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
uariatio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
carnifico,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
gerundium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
superinsterno,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
exsaeuio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
delatura,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dearmatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
consulariter,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ruptura,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
temptabundus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
semigermanus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
duodeuiceni,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praeterfero,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perscindo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
unimanus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
lignarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
legiuncula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
grauatim,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
fatiloquus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ramnenses,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
exsigno,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
suprascando,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
mussito,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
exauguro,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
exauguratio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
celeres,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
interuolito,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
libidinose,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
obnoxie,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
lacrimabundus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cloacina,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
congratulor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praeterequitans,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
obedienter,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
obnatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
transulto,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
undenonaginta,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
frontalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
argyraspides,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perincommodus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
intrabilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
adactio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
punctim,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
superincubo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
reprehenso,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
circumaro,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
praesultator,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
circumscindo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
benefactor,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
editum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
emendabilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perpauci,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
utrarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
chalcaspides,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
leucaspis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
intermuralis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ubiubi,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
superfixus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cestrosphendone,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
semicubitalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
unanimitas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
bipartito,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
permarinus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
perfrequens,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sescenaris,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dissertio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
margino,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
liquiditas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
cataegis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
anaphysema,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
secretarius,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
palmatias,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
inquietudo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
corporatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
regionalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
redintegratio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
conseruitium,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
insulatus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
graueolens,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dulcitas,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
tonitrualis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
amicalis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
propagator,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
ineffugibilis,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
quaesitio,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
dammula,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
captiose,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
coaetaneus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
confoueo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
inurgeo,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
sarcinosus,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
aliorsum,1,2.5459719795415875e-07,2.5459719795415875e-07,-30.367166313125082
