,count
cruentus,6
caeruleus,6
telum,6
pauper,6
addo,6
interea,6
hodie,6
columna,6
linquo,6
conuiuium,6
mensa,6
barbarus,6
theatrum,6
sors,6
onus,6
uicinus,6
haud,6
calamus,6
lucus,6
classis,6
immundus,6
notus,6
pila,6
puter,6
metus,6
uesta,6
secta,6
uirgo,6
inanis,6
aestus,6
remitto,6
monumentum,6
pensum,6
poto,6
domo,5
gens,5
adsuesco,5
medicina,5
hedera,5
uolucris,5
gemma,5
probo,5
chorea,5
nitor,5
conor,5
metuo,5
tandem,5
ala,5
seruitium,5
artus,5
contendo,5
circum,5
similis,5
excludo,5
cito,5
rumor,5
imperium,5
agito,5
uesanus,5
nauita,5
aufero,5
musa,5
fretus,5
contingo,5
conscius,5
iterum,5
recens,5
herculeus,5
subdo,5
ignosco,5
parens,5
quantum,5
amplexus,5
quidam,5
gradus,5
inicio,5
diu,5
opto,5
labrum,5
hercules,5
silua,5
uarius,5
excipio,5
thalamus,5
occido,5
admitto,5
rixa,5
infamis,5
saeculum,5
argutus,5
sollicitus,5
procella,5
nonne,5
circumdo,5
trames,5
ueneror,5
praeda,5
spatior,5
nympha,5
error,5
alcides,5
amictus,5
memoro,5
superus,5
uirgineus,5
pello,5
diuus,5
aequus,5
sapio,5
ac,5
aratrum,5
subito,5
spero,5
potens,5
dormio,5
intactus,5
tabella,5
transeo,5
tibia,5
castra,5
postquam,5
dolus,5
sagitta,5
habito,5
uenenum,5
fabula,5
niueus,5
uenor,5
lucerna,5
iungo,5
paucus,5
diues,5
casa,5
damnatus,5
uirtus,5
fulmen,5
ruga,5
gena,5
ager,5
tenebrae,5
pagina,5
stultus,5
recipio,5
pudicus,5
propello,5
discus,5
dextra,5
onero,5
penas,5
lar,5
fugo,5
uua,5
desino,5
ruo,5
uictrix,5
sedes,5
coeo,5
hasta,5
paternus,5
pretium,5
datum,5
romulus,5
forum,5
donec,4
aduersus,4
hirsutus,4
magicus,4
manes,4
moneo,4
cous,4
decus,4
mercor,4
candor,4
pudicitia,4
luxuria,4
ebrius,4
nondum,4
leuiter,4
audeo,4
corolla,4
pomum,4
diuersus,4
fenestra,4
compositus,4
patefacio,4
inferus,4
iudex,4
ingenuus,4
damnum,4
cursus,4
propero,4
maestus,4
abeo,4
salum,4
diuitia,4
noto,4
securis,4
oblino,4
armatus,4
militia,4
tendo,4
aro,4
longe,4
praefero,4
fulcio,4
periurus,4
angustus,4
apollo,4
planta,4
ecce,4
emptum,4
copia,4
decipio,4
acer,4
fateor,4
laetitia,4
sano,4
fruor,4
propior,4
simulo,4
minuo,4
contra,4
nutrio,4
inuidia,4
diduco,4
flagro,4
partus,4
placo,4
hesternus,4
uario,4
parce,4
suppono,4
desum,4
parco,4
excubia,4
postis,4
concedo,4
occulo,4
matutinus,4
gurges,4
puluis,4
numero,4
debeo,4
quot,4
exsequia,4
senecta,4
species,4
rapina,4
praeteritus,4
scopulus,4
ultra,4
insto,4
insidiae,4
supra,4
pendo,4
lilium,4
pratum,4
propono,4
flos,4
lucto,4
tumultus,4
aenus,4
exstinguo,4
cuspis,4
iuuenta,4
piscis,4
certo,4
plectrum,4
bellum,4
quidem,4
coquo,4
fio,4
discedo,4
nubes,4
ater,4
subtraho,4
ouum,4
scindo,4
pollex,4
auctor,4
lupa,4
citus,4
funestus,4
corruo,4
propter,4
coniugium,4
texo,4
forsitan,4
incertus,4
femineus,4
dirus,4
semen,4
scilicet,4
penna,4
satius,4
ordo,4
humo,4
ceruix,4
ploro,4
nudo,4
cunctus,4
includo,4
libido,4
curuus,4
recta,4
rus,4
uitis,4
compitum,4
caedo,4
ministro,4
seruus,4
forus,4
talus,4
ruina,4
fuscus,4
umor,4
prora,4
missa,4
homo,4
stygius,4
harundo,4
marinus,4
perennis,4
lasciuus,4
mulier,4
mitra,4
uecto,4
hio,4
umbrosus,4
stabulum,4
alumnus,4
merum,4
nepos,4
dexter,4
aeuum,4
tropaeum,4
merces,4
titulus,4
necto,4
ministra,4
uitta,4
hiatus,4
maternus,4
letum,4
terreo,4
pallidus,4
uindico,4
utilis,4
induo,4
inde,4
serpens,4
regina,4
acies,4
tutela,4
patria,4
odoratus,4
tundo,4
festus,4
dos,4
aestiuus,4
signo,4
scando,4
obliquus,4
toga,4
uertumnus,4
augustus,4
odi,3
conuerto,3
sanus,3
libertas,3
remaneo,3
exerceo,3
perfundo,3
proprius,3
artifex,3
sponte,3
natiuus,3
lapillus,3
filia,3
